zip_code_of_location_of_base-station,Normalized Lyapunov Exponents,Normalized Average Mobility factor,latitude,longitude,Data_Rate_normalized
95843,0.84397,1.4756,38.725079,-121.387698,0.040153
95829,0.84397,0.0066998,38.456939,-121.362965,0.042321
95834,2.0005,1.4756,38.63437,-121.510779,0.042321
95758,0.84397,0.0066998,38.43461,-121.429316,0.049548
95823,-0.31253,0.0066998,38.46179,-121.445371,0.078457
95833,0.84397,1.4756,38.604969,-121.54255,0.085684
95828,0.84397,0.0066998,38.489215,-121.419546,0.094602
95673,0.84397,0.0066998,38.687021,-121.463151,0.09638
95673,-0.31253,-1.4622,38.683674,-121.435204,0.1136
95835,-0.31253,0.0066998,38.675506,-121.510987,0.12182
95662,0.84397,0.0066998,38.691829,-121.249033,0.13017
95843,-0.31253,0.0066998,38.710221,-121.341707,0.14474
95624,0.84397,0.0066998,38.451353,-121.358776,0.17241
95603,-1.469,0.0066998,38.931671,-121.097862,0.18687
95758,0,0,38.416916,-121.407554,0.19409
95835,0.84397,1.4756,38.676172,-121.509761,0.19409
95835,0.84397,0.0066998,38.681194,-121.537351,0.19409
95762,0.84397,0.0066998,38.664347,-121.076529,0.20493
95742,0.84397,0.0066998,38.551046,-121.239411,0.23023
95608,-0.31253,-1.4622,38.671995,-121.324339,0.23023
95757,-0.31253,0.0066998,38.395256,-121.438249,0.25914
95757,0.84397,1.4756,38.380089,-121.428186,0.29112
95765,0,0,38.805036,-121.293608,0.29166
95828,-0.31253,0.0066998,38.476932,-121.378349,0.2977
95835,0.84397,1.4756,38.666074,-121.509743,0.31681
95632,0.84397,0.0066998,38.285611,-121.293063,0.33141
95814,-0.31253,1.4756,38.582818,-121.489096,0.36528
95621,-0.31253,0.0066998,38.715853,-121.317095,0.36677
95677,-0.31253,0.0066998,38.786746,-121.209957,0.36755
95603,-1.469,0.0066998,38.939802,-121.054575,0.36755
95608,0.84397,0.0066998,38.64913,-121.310667,0.36755
95623,-0.31253,0.0066998,38.673285,-120.879176,0.39645
95832,2.0005,1.4756,38.473162,-121.491085,0.43982
95758,0.84397,0.0066998,38.432848,-121.449237,0.44704
95670,0.84397,0.0066998,38.579,-121.292627,0.44745
95828,-0.31253,0.0066998,38.464994,-121.386962,0.45687
95823,0.84397,0.0066998,38.49254,-121.463316,0.47552
95648,2.0005,1.4756,38.847396,-121.259586,0.50486
95670,0.84397,1.4756,38.57727,-121.285591,0.51209
95747,0,0,38.773094,-121.365905,0.52654
95835,0.84397,0.0066998,38.68237,-121.539147,0.55782
95828,-0.31253,0.0066998,38.47316,-121.403893,0.5709
95828,-0.31253,0.0066998,38.468185,-121.375694,0.59614
95758,2.0005,1.4756,38.439565,-121.436606,0.6205
95843,2.0005,1.4756,38.707705,-121.354153,0.6205
95843,2.0005,1.4756,38.709299,-121.353056,0.65663
95834,0.84397,0.0066998,38.638764,-121.531827,0.68249
95757,-0.31253,1.4756,38.406758,-121.431669,0.7
95742,0,0,38.557293,-121.217611,0.70361
95833,0.84397,0.0066998,38.606906,-121.54132,0.76504
95838,0,0,38.664765,-121.445006,0.79941
95828,-0.31253,0.0066998,38.475433,-121.372584,0.80657
95757,0.84397,0.0066998,38.388129,-121.43117,0.84454
95632,0.84397,0.0066998,38.2535,-121.31812,0.86454
95632,0,0,38.287785,-121.289903,0.87345
95835,0.84397,0.0066998,38.68318,-121.53484,0.88093
95816,0,0,38.53805,-121.5047,0.90959
95835,0.84397,0.0066998,38.672966,-121.502748,0.91358
95835,-0.31253,0.0066998,38.67342,-121.508542,0.92625
95817,-0.31253,-1.4622,38.553596,-121.459483,0.94572
95678,-0.31253,0.0066998,38.791617,-121.286147,0.96418
95747,0,0,38.796121,-121.319963,0.97102
95765,-1.469,0.0066998,38.837006,-121.232024,0.98186
95667,0.84397,0.0066998,38.733155,-120.748039,0.98971
95757,-0.31253,0.0066998,38.390328,-121.448022,1.0397
95757,0,0,38.381102,-121.42901,1.0758
95818,-0.31253,-1.4622,38.541735,-121.480098,1.1119
95742,2.0005,1.4756,38.551083,-121.237476,1.1633
95819,-0.31253,0.0066998,38.574894,-121.435806,1.1987
95762,-0.31253,0.0066998,38.69288,-121.073551,1.1987
95843,0.84397,1.4756,38.727649,-121.385656,1.2596
95765,0,0,38.837455,-121.289337,1.2926
95815,0.84397,0.0066998,38.622359,-121.457582,1.3199
95762,0.84397,1.4756,38.675519,-121.015862,1.3432
95630,0.84397,1.4756,38.66695,-121.120729,1.3649
95682,0.84397,0.0066998,38.687072,-121.004729,1.3649
95814,-1.469,1.4756,38.571943,-121.492106,1.3974
95765,-0.31253,0.0066998,38.82553,-121.254698,1.4222
95758,0.84397,0.0066998,38.411258,-121.431348,1.5239
95757,0.84397,2.9445,38.399436,-121.444041,1.56
95834,2.0005,1.4756,38.628955,-121.529269,1.5745
95661,-0.31253,0.0066998,38.73988,-121.248929,1.7046
95762,0.84397,1.4756,38.677015,-121.034083,1.7118
95662,0.84397,2.9445,38.693041,-121.23294,1.7407
95758,-0.31253,1.4756,38.409689,-121.446059,1.8094
95762,2.0005,1.4756,38.647598,-121.077801,1.8311
95677,-0.31253,1.4756,38.777585,-121.2036,1.8401
95630,-0.31253,0.0066998,38.69435,-121.177259,1.9214
95663,-0.31253,0.0066998,38.862708,-121.162092,1.9697
95648,-1.469,0.0066998,38.861615,-121.26869,2.0081
95747,2.0005,1.4756,38.796683,-121.342555,2.0659
95670,0.84397,0.0066998,38.629299,-121.249021,2.1238
95693,2.0005,0.0066998,38.416809,-121.240628,2.493
95630,0.84397,1.4756,38.684459,-121.145935,2.9043
95608,0.84397,1.4756,38.63558,-121.353639,3.1382
95746,2.0005,1.4756,38.723545,-121.216025,3.1948
95667,-0.31253,0.0066998,38.737452,-120.910963,3.201
95693,2.0005,1.4756,38.413535,-121.188211,3.3066
95746,2.0005,1.4756,38.779435,-121.146676,3.8005
95648,0,0,38.885327,-121.289412,-1.6568
95648,0,0,38.885132,-121.289405,-1.6568
95648,0,0,38.884936,-121.289397,-1.6568
95648,0,0,38.884741,-121.28939,-1.6568
95648,0,0,38.884599,-121.289406,-1.6568
95648,0,0,38.884535,-121.289619,-1.6568
95648,0,0,38.88459,-121.289835,-1.6568
95648,0,0,38.884667,-121.289896,-1.6568
95648,0,0,38.88478,-121.289911,-1.6568
95648,0,0,38.885236,-121.289928,-1.6568
95648,0,0,38.88535,-121.289926,-1.6568
95648,0,0,38.885464,-121.289922,-1.6568
95648,0,0,38.885578,-121.289919,-1.6568
95648,0,0,38.885692,-121.289915,-1.6568
95648,0,0,38.885806,-121.289911,-1.6568
95648,0,0,38.88592,-121.289908,-1.6568
95648,0,0,38.886024,-121.289859,-1.6568
95648,0,0,38.886091,-121.289744,-1.6568
95648,0,0,38.88653,-121.289406,-1.6568
95648,0,0,38.884692,-121.290288,-1.6568
95648,0,0,38.884879,-121.290257,-1.6568
95648,0,0,38.885017,-121.290262,-1.6568
95648,0,0,38.885173,-121.29027,-1.6568
95648,0,0,38.885328,-121.290275,-1.6568
95648,0,0,38.885483,-121.290277,-1.6568
95648,0.84397,0.0066998,38.885638,-121.290279,-1.6568
95648,-0.31253,0.0066998,38.885794,-121.290281,-1.6568
95648,-0.31253,0.0066998,38.886104,-121.290285,-1.6568
95648,0,0,38.885093,-121.289932,-1.6568
95648,0,0,38.88653,-121.288952,-1.6568
95648,0,0,38.886528,-121.288869,-1.6568
95648,0,0,38.886525,-121.288787,-1.6568
95648,0,0,38.886282,-121.289586,-1.6568
95648,0,0,38.886282,-121.289646,-1.6568
95648,0,0,38.886282,-121.289706,-1.6568
95648,0,0,38.884865,-121.289922,-1.6568
95648,0,0,38.884752,-121.289907,-1.6568
95648,0,0,38.884638,-121.289893,-1.6568
95648,0,0,38.884568,-121.289784,-1.6568
95648,0,0,38.884546,-121.289562,-1.6568
95648,0,0,38.884645,-121.289397,-1.6568
95648,0,0,38.88479,-121.289392,-1.6568
95648,0,0,38.884985,-121.289399,-1.6568
95648,0,0,38.885181,-121.289406,-1.6568
95648,0,0,38.885376,-121.289414,-1.6568
95648,0,0,38.885571,-121.289421,-1.6568
95648,0,0,38.885962,-121.289436,-1.6568
95648,0,0,38.885962,-121.289436,-1.6568
95648,0,0,38.886093,-121.289584,-1.6568
95621,-0.31253,0.0066998,38.715322,-121.314787,-1.4754
95673,0,0,38.687172,-121.463933,-1.4754
95823,-1.469,-1.4622,38.471646,-121.435158,-1.2917
95660,-1.469,-1.4622,38.672642,-121.380343,-1.2369
95815,-1.469,-1.4622,38.608085,-121.449651,-1.2224
95838,-1.469,-1.4622,38.636833,-121.44164,-1.2224
95817,-1.469,-1.4622,38.544162,-121.460652,-1.2224
95822,-1.469,0.0066998,38.493504,-121.475304,-1.2116
95838,-1.469,-1.4622,38.636877,-121.444948,-1.1791
95824,-1.469,-1.4622,38.521202,-121.428146,-1.1502
95823,-1.469,-1.4622,38.459002,-121.428794,-1.1357
95815,-1.469,-1.4622,38.6238,-121.439872,-1.0779
95823,-0.31253,0.0066998,38.466938,-121.455631,-1.0011
95815,-1.469,-1.4622,38.62391,-121.439208,-0.99739
95822,-1.469,-1.4622,38.517029,-121.513809,-0.93877
95842,0.84397,0.0066998,38.679598,-121.356035,-0.93335
95822,-1.469,-1.4622,38.520319,-121.504727,-0.91167
95838,0.84397,0.0066998,38.635232,-121.460098,-0.90444
95670,-1.469,-1.4622,38.610852,-121.273278,-0.86108
95835,-2.6255,-1.4622,38.658812,-121.542345,-0.86108
95827,-0.31253,0.0066998,38.563402,-121.327747,-0.85747
95838,-0.31253,0.0066998,38.660173,-121.440216,-0.8566
95670,-0.31253,0.0066998,38.59368,-121.316054,-0.85385
95822,-0.31253,0.0066998,38.492177,-121.503392,-0.81049
95822,-0.31253,0.0066998,38.491991,-121.477636,-0.80688
95823,0.84397,0.0066998,38.481454,-121.446644,-0.80326
95838,-0.31253,0.0066998,38.655554,-121.464275,-0.79604
95842,0.84397,0.0066998,38.69043,-121.361035,-0.79604
95660,-0.31253,0.0066998,38.686061,-121.369949,-0.79305
95822,0.84397,0.0066998,38.482717,-121.499683,-0.78881
95828,-0.31253,0.0066998,38.477297,-121.411513,-0.75267
95660,-1.469,0.0066998,38.659016,-121.370457,-0.74003
95838,0.84397,1.4756,38.646541,-121.441139,-0.69687
95833,-0.31253,0.0066998,38.623045,-121.486279,-0.69659
95823,-0.31253,0.0066998,38.487297,-121.44295,-0.69486
95821,-0.31253,-1.4622,38.619012,-121.415329,-0.6804
95824,-0.31253,-1.4622,38.522015,-121.438713,-0.64426
95828,-1.469,0.0066998,38.47955,-121.410867,-0.64426
95823,-0.31253,0.0066998,38.472117,-121.459589,-0.60813
95827,-0.31253,0.0066998,38.559641,-121.32316,-0.60813
95828,0.84397,0.0066998,38.493484,-121.42035,-0.6009
95842,-0.31253,0.0066998,38.68747,-121.349234,-0.57199
95621,-0.31253,0.0066998,38.695863,-121.300814,-0.56621
95826,-0.31253,0.0066998,38.554927,-121.35521,-0.56374
95828,0.84397,0.0066998,38.474854,-121.404726,-0.55031
95828,3.157,2.9445,38.465271,-121.40426,-0.53658
95610,-0.31253,0.0066998,38.689239,-121.267737,-0.53586
95843,-0.31253,0.0066998,38.70968,-121.382328,-0.52502
95826,0.84397,0.0066998,38.536751,-121.359154,-0.52429
95632,-0.31253,0.0066998,38.282047,-121.295812,-0.5214
95828,0.84397,0.0066998,38.487864,-121.402476,-0.49972
95828,-0.31253,0.0066998,38.467487,-121.377055,-0.49972
95758,-0.31253,0.0066998,38.434075,-121.432623,-0.48315
95842,2.0005,0.0066998,38.677003,-121.354454,-0.47804
95823,0.84397,0.0066998,38.449153,-121.428272,-0.47804
95843,-0.31253,0.0066998,38.71846,-121.370862,-0.47262
95826,-0.31253,-1.4622,38.544374,-121.370874,-0.47262
95621,-0.31253,-1.4622,38.71641,-121.306239,-0.46358
95828,-0.31253,0.0066998,38.479343,-121.372553,-0.46178
95823,-0.31253,0.0066998,38.466781,-121.450955,-0.4419
95726,-0.31253,-1.4622,38.77491,-120.597599,-0.42745
95826,-0.31253,0.0066998,38.553275,-121.346218,-0.41953
95835,-0.31253,0.0066998,38.68271,-121.501697,-0.41841
95621,-0.31253,0.0066998,38.70799,-121.302979,-0.40577
95823,0.84397,0.0066998,38.448452,-121.428536,-0.39854
95670,-0.31253,0.0066998,38.60868,-121.27849,-0.39131
95838,-0.31253,0.0066998,38.646206,-121.442767,-0.39131
95678,-0.31253,0.0066998,38.734136,-121.299639,-0.39131
95823,-0.31253,0.0066998,38.44617,-121.427824,-0.38409
95673,-0.31253,0.0066998,38.68279,-121.453509,-0.37686
95678,-0.31253,0.0066998,38.72446,-121.292829,-0.37262
95822,0.84397,0.0066998,38.48291,-121.491509,-0.35464
95829,-0.31253,0.0066998,38.453839,-121.357919,-0.34916
95826,0.84397,0.0066998,38.565322,-121.374251,-0.34228
95832,-0.31253,0.0066998,38.476048,-121.494961,-0.34072
95833,-0.31253,0.0066998,38.609864,-121.492304,-0.33107
95758,-0.31253,0.0066998,38.431239,-121.44001,-0.31904
95838,-0.31253,-1.4622,38.659434,-121.455236,-0.31904
95827,0.84397,0.0066998,38.573917,-121.316916,-0.31904
95661,-1.469,-1.4622,38.727609,-121.226494,-0.31904
95823,-0.31253,0.0066998,38.478239,-121.446326,-0.31001
95670,-0.31253,0.0066998,38.589925,-121.299059,-0.29736
95823,-0.31253,0.0066998,38.470494,-121.454162,-0.29374
95631,0,0,39.020808,-120.821518,-0.28422
95842,0.84397,0.0066998,38.693071,-121.332365,-0.2829
95610,0.84397,1.4756,38.676437,-121.279165,-0.2829
95682,-1.469,0.0066998,38.690504,-120.996245,-0.2829
95821,-0.31253,-1.4622,38.611055,-121.369964,-0.2829
95820,-0.31253,-1.4622,38.532725,-121.469078,-0.26122
95833,-0.31253,0.0066998,38.618019,-121.510215,-0.24749
95628,-0.31253,-1.4622,38.66424,-121.303675,-0.24677
95608,-0.31253,-1.4622,38.622634,-121.330846,-0.23954
95758,0.84397,0.0066998,38.42139,-121.411339,-0.21122
95843,-0.31253,0.0066998,38.724083,-121.3584,-0.21063
95623,-1.469,-1.4622,38.678758,-120.844118,-0.21063
95838,-0.31253,0.0066998,38.641727,-121.412703,-0.20429
95832,0.84397,0.0066998,38.47723,-121.492568,-0.19618
95843,0.84397,0.0066998,38.71174,-121.342675,-0.1908
95835,-0.31253,0.0066998,38.681952,-121.505009,-0.18172
95834,-0.31253,0.0066998,38.640807,-121.533522,-0.1745
95835,-2.6255,-1.4622,38.668433,-121.503471,-0.16767
95678,-0.31253,0.0066998,38.793533,-121.289685,-0.15643
95758,0.84397,0.0066998,38.449651,-121.414704,-0.14739
95758,-0.31253,0.0066998,38.410561,-121.404327,-0.13836
95682,-1.469,0.0066998,38.691215,-120.994949,-0.13836
95661,0.84397,-1.4622,38.736392,-121.2664,-0.13836
95619,-0.31253,0.0066998,38.688255,-120.810235,-0.13089
95825,0.84397,0.0066998,38.593598,-121.403637,-0.10222
95817,-1.469,-1.4622,38.557433,-121.47034,-0.10222
95818,-1.469,-1.4622,38.556818,-121.490669,-0.10222
95621,0.84397,0.0066998,38.698058,-121.294893,-0.10222
95757,-0.31253,0.0066998,38.404888,-121.443998,-0.10222
95608,-1.469,0.0066998,38.63173,-121.335286,-0.09715
95825,0.84397,0.0066998,38.585291,-121.406824,-0.09319
95758,-0.31253,0.0066998,38.423913,-121.439115,-0.087769
95757,0,0,38.3052,-121.4033,-0.084156
95624,2.0005,0.0066998,38.421713,-121.345191,-0.082349
95834,-0.31253,0.0066998,38.638882,-121.531883,-0.066088
95838,0.84397,0.0066998,38.650729,-121.466483,-0.066088
95829,0.84397,1.4756,38.459524,-121.3501,-0.038986
95624,-0.31253,0.0066998,38.443184,-121.364388,-0.037179
95677,-0.31253,0.0066998,38.798028,-121.235364,-0.029265
95834,2.0005,1.4756,38.639891,-121.537603,-0.011883
95670,-0.31253,0.0066998,38.59675,-121.312716,-0.0082698
95624,0.84397,0.0066998,38.38751,-121.370276,-0.0046562
95835,-0.31253,0.0066998,38.671556,-121.520916,0.035093
95843,0.84397,1.4756,38.706209,-121.369509,0.042321
95624,0.84397,0.0066998,38.420637,-121.375798,0.042321
95823,-0.31253,0.0066998,38.443305,-121.435296,0.049338
95670,-1.469,0.0066998,38.625932,-121.271517,0.056775
95829,-0.31253,0.0066998,38.455753,-121.349273,0.067255
95835,0.84397,0.0066998,38.674226,-121.525497,0.067616
95843,-0.31253,0.0066998,38.720767,-121.376678,0.089616
95843,0.84397,0.0066998,38.70884,-121.359559,0.091104
95834,0,0,38.631139,-121.501879,0.092911
95608,-0.31253,0.0066998,38.657267,-121.310352,0.092911
95621,-0.31253,0.0066998,38.708966,-121.32467,0.10737
95758,0.84397,1.4756,38.422241,-121.458022,0.10737
95758,-0.31253,0.0066998,38.428852,-121.415628,0.11459
95821,-0.31253,0.0066998,38.627698,-121.369698,0.11459
95765,0,0,38.804993,-121.293609,0.11459
95826,0.84397,0.0066998,38.555633,-121.350691,0.12905
95624,-0.31253,0.0066998,38.442845,-121.373272,0.15073
95825,-0.31253,-1.4622,38.599449,-121.400305,0.15073
95747,-0.31253,0.0066998,38.776649,-121.339589,0.15073
95835,0.84397,0.0066998,38.675594,-121.515878,0.16663
95662,-0.31253,0.0066998,38.679409,-121.219107,0.18687
95648,-0.31253,0.0066998,38.89918,-121.322514,0.18687
95835,-0.31253,0.0066998,38.679191,-121.537622,0.21216
95757,-0.31253,0.0066998,38.387708,-121.436522,0.23391
95648,0.84397,0.0066998,38.88156,-121.301343,0.24288
95667,0,0,38.813546,-120.809254,0.25914
95747,0,0,38.770835,-121.366996,0.26636
95762,0.84397,0.0066998,38.695801,-121.079216,0.27865
95682,0,0,38.64347,-120.888183,0.29527
95757,-0.31253,0.0066998,38.397455,-121.468391,0.29527
95835,2.0005,1.4756,38.663728,-121.525833,0.3025
95648,-0.31253,0.0066998,38.844116,-121.274806,0.30611
95632,0.84397,1.4756,38.258976,-121.321266,0.31695
95835,2.0005,1.4756,38.667332,-121.528276,0.32418
95608,-0.31253,0.0066998,38.66266,-121.316858,0.33141
95621,0.84397,0.0066998,38.691393,-121.305215,0.33141
95757,-0.31253,0.0066998,38.397923,-121.450219,0.36755
95758,-0.31253,0.0066998,38.417191,-121.473897,0.38923
95624,0.84397,1.4756,38.391085,-121.347231,0.39645
95825,-0.31253,0.0066998,38.567865,-121.410699,0.40368
95843,0.84397,0.0066998,38.704554,-121.354753,0.40368
95838,0.84397,0.0066998,38.644927,-121.43054,0.43256
95667,-0.31253,0.0066998,38.729993,-120.802458,0.43259
95624,0.84397,0.0066998,38.450548,-121.363002,0.43384
95650,0.84397,0.0066998,38.825096,-121.198432,0.43982
95624,0,0,38.446286,-121.400817,0.4615
95624,0.84397,0.0066998,38.422221,-121.375799,0.4615
95818,-1.469,-1.4622,38.556844,-121.490769,0.46873
95825,-1.469,0.0066998,38.567795,-121.410703,0.47595
95614,-0.31253,0.0066998,38.905927,-120.975169,0.47595
95624,3.157,1.4756,38.404505,-121.346938,0.47595
95765,-0.31253,0.0066998,38.800539,-121.260979,0.48005
95757,2.0005,1.4756,38.38912,-121.434389,0.49764
95610,-0.31253,0.0066998,38.715493,-121.26293,0.51209
95648,0.84397,0.0066998,38.865017,-121.32302,0.51932
95608,-0.31253,0.0066998,38.618369,-121.326187,0.54823
95630,-0.31253,0.0066998,38.651617,-121.131674,0.54823
95678,0.84397,1.4756,38.76349,-121.275881,0.54823
95831,0.84397,0.0066998,38.490408,-121.547664,0.5592
95648,2.0005,1.4756,38.844144,-121.274174,0.56268
95742,0,0,38.529181,-121.224755,0.56991
95662,0.84397,0.0066998,38.668289,-121.192316,0.58436
95678,0.84397,1.4756,38.775872,-121.298864,0.58436
95843,2.0005,1.4756,38.711927,-121.343608,0.58436
95864,-0.31253,0.0066998,38.606569,-121.368424,0.58436
95765,0.84397,0.0066998,38.815493,-121.262908,0.58436
95822,-0.31253,0.0066998,38.525115,-121.518689,0.6205
95834,0.84397,1.4756,38.64977,-121.53448,0.63495
95765,0.84397,0.0066998,38.82273,-121.26424,0.65663
95747,0,0,38.772821,-121.364821,0.66025
95678,-0.31253,0.0066998,38.771917,-121.304439,0.67073
95632,-0.31253,0.0066998,38.290119,-121.286023,0.68099
95648,-1.469,0.0066998,38.861864,-121.267478,0.69277
95670,0.84397,1.4756,38.580545,-121.279016,0.69277
95827,0.84397,0.0066998,38.56803,-121.309966,0.70144
95834,0.84397,1.4756,38.6354,-121.53499,0.70722
95835,-0.31253,1.4756,38.674864,-121.4958,0.72168
95662,-0.31253,0.0066998,38.667703,-121.209456,0.72891
95835,0.84397,0.0066998,38.66841,-121.494639,0.77227
95765,2.0005,1.4756,38.807816,-121.270008,0.81112
95678,2.0005,1.4756,38.79218,-121.28595,0.81726
95757,2.0005,1.4756,38.386239,-121.448159,0.83009
95843,-0.31253,0.0066998,38.709513,-121.359357,0.83731
95648,-1.469,0.0066998,38.853869,-121.271742,0.83731
95678,-0.31253,0.0066998,38.792461,-121.275711,0.83731
95678,-0.31253,0.0066998,38.762153,-121.283451,0.83731
95831,-0.31253,0.0066998,38.483212,-121.54019,0.84454
95762,-0.31253,0.0066998,38.686067,-121.073413,0.88212
95661,0.84397,0.0066998,38.733985,-121.236766,0.90959
95747,0.84397,1.4756,38.792493,-121.331899,0.96352
95747,0,0,38.778561,-121.362008,1.018
95690,-0.31253,-1.4622,38.247659,-121.515129,1.0541
95758,-0.31253,0.0066998,38.429139,-121.423444,1.0583
95608,-0.31253,0.0066998,38.629929,-121.323086,1.0991
95648,0,0,38.867125,-121.319085,1.1192
95742,0,0,38.5357,-121.2249,1.1264
95661,-0.31253,0.0066998,38.737872,-121.249025,1.1662
95742,0,0,38.527384,-121.233531,1.1698
95757,2.0005,1.4756,38.405571,-121.445186,1.177
95648,0,0,38.904869,-121.32075,1.1987
95762,0.84397,0.0066998,38.656299,-121.079783,1.1987
95747,0.84397,1.4756,38.808581,-121.32785,1.289
95818,-1.469,-1.4622,38.551611,-121.504437,1.2962
95608,-0.31253,0.0066998,38.634111,-121.353376,1.3071
95603,0.84397,1.4756,38.935579,-121.079018,1.3465
95819,-0.31253,-1.4622,38.579326,-121.44252,1.3794
95682,-0.31253,0.0066998,38.669805,-120.999007,1.3794
95648,0,0,38.860007,-121.310946,1.4408
95747,2.0005,1.4756,38.804773,-121.341195,1.4733
95630,2.0005,1.4756,38.66051,-121.163689,1.495
95831,2.0005,1.4756,38.506371,-121.514456,1.5239
95630,0.84397,1.4756,38.673882,-121.105077,1.5311
95821,0.84397,0.0066998,38.621566,-121.370882,1.56
95661,0.84397,1.4756,38.750577,-121.232768,1.5962
95762,-0.31253,0.0066998,38.680092,-121.036467,1.6323
95667,-0.31253,0.0066998,38.690867,-120.693641,1.7407
95633,-0.31253,0.0066998,38.84255,-120.8754,1.8491
95762,0.84397,0.0066998,38.681778,-121.035838,1.8708
95762,2.0005,2.9445,38.676131,-121.038931,1.9792
95747,0,0,38.780051,-121.378718,2.0009
95628,-0.31253,0.0066998,38.650735,-121.258628,2.1021
95762,0.84397,1.4756,38.664066,-121.056735,2.1599
95864,-0.31253,-1.4622,38.588936,-121.373606,2.2466
95603,0.84397,1.4756,38.865246,-121.094869,2.355
95816,-1.469,-1.4622,38.568438,-121.457854,2.4634
95630,0.84397,1.4756,38.703962,-121.1871,2.4634
95829,2.0005,2.9445,38.45326,-121.32573,2.6347
95747,2.0005,1.4756,38.798448,-121.344054,2.6441
95677,0.84397,1.4756,38.772672,-121.220232,2.6441
95746,0.84397,1.4756,38.732096,-121.219142,2.6441
95677,0,0,38.781134,-121.222801,2.6441
95747,2.0005,1.4756,38.78861,-121.339495,2.7164
95762,0,0,38.6478,-121.0309,2.8067
95762,0,0,38.682961,-121.033253,3.2223
95762,0.84397,1.4756,38.706692,-121.058869,4.6605
95693,0.84397,1.4756,38.415298,-121.194858,4.7024
95648,-0.31253,1.4756,38.851645,-121.231742,-1.681
95683,-0.31253,2.9445,38.490447,-121.129337,-1.6778
95828,0.84397,0.0066998,38.488628,-121.387759,-1.2806
95826,-2.6255,-1.4622,38.542419,-121.359904,-1.2586
95823,-1.469,-1.4622,38.471139,-121.432255,-1.2514
95842,-1.469,-1.4622,38.670467,-121.359799,-1.2441
95820,-1.469,-1.4622,38.539213,-121.46393,-1.1967
95838,-1.469,-1.4622,38.643978,-121.449562,-1.1863
95815,0.84397,0.0066998,38.618716,-121.466327,-1.114
95838,-0.31253,0.0066998,38.64472,-121.452228,-1.0743
95833,-1.469,-1.4622,38.627147,-121.500799,-1.0273
95824,-1.469,0.0066998,38.520469,-121.458606,-1.0157
95822,-0.31253,-1.4622,38.488238,-121.472561,-1.0056
95838,-0.31253,0.0066998,38.628842,-121.446127,-0.98575
95823,-0.31253,0.0066998,38.484374,-121.463157,-0.94058
95660,-0.31253,-1.4622,38.679279,-121.376615,-0.93335
95825,-2.6255,-1.4622,38.578675,-121.409951,-0.91409
95824,-0.31253,-1.4622,38.511893,-121.457676,-0.90444
95838,-0.31253,-1.4622,38.647398,-121.432914,-0.89722
95660,-0.31253,-1.4622,38.669587,-121.379879,-0.89722
95832,-0.31253,0.0066998,38.480126,-121.487869,-0.87915
95832,-0.31253,0.0066998,38.479593,-121.48434,-0.86253
95823,-0.31253,-1.4622,38.465551,-121.42661,-0.85385
95682,0,0,38.681393,-120.996713,-0.83217
95820,0.84397,0.0066998,38.528479,-121.411806,-0.8141
95828,-0.31253,0.0066998,38.47709,-121.410569,-0.81049
95820,-1.469,0.0066998,38.532359,-121.41167,-0.79839
95838,0.84397,0.0066998,38.631925,-121.427775,-0.77541
95817,-0.31253,0.0066998,38.546091,-121.457745,-0.77393
95828,-0.31253,-1.4622,38.507339,-121.416267,-0.76216
95823,-0.31253,0.0066998,38.466388,-121.458861,-0.75629
95824,-0.31253,0.0066998,38.52049,-121.411383,-0.75267
95822,0.84397,0.0066998,38.506382,-121.483574,-0.74003
95673,-1.469,-1.4622,38.695589,-121.444133,-0.73822
95823,-0.31253,0.0066998,38.462376,-121.426556,-0.72376
95670,-0.31253,-1.4622,38.593049,-121.30304,-0.72376
95648,0,0,38.88415,-121.270277,-0.69486
95843,-0.31253,0.0066998,38.706175,-121.379776,-0.66595
95825,-0.31253,-1.4622,38.603593,-121.417011,-0.65863
95828,-0.31253,0.0066998,38.477563,-121.384382,-0.63815
95691,-1.469,-1.4622,38.563084,-121.535579,-0.62981
95817,-0.31253,-1.4622,38.54117,-121.458129,-0.61716
95823,0.84397,0.0066998,38.46654,-121.419029,-0.60813
95842,-1.469,-1.4622,38.672567,-121.356754,-0.60485
95823,-0.31253,0.0066998,38.46616,-121.448283,-0.60027
95843,-0.31253,0.0066998,38.725873,-121.35856,-0.5554
95832,-0.31253,0.0066998,38.473775,-121.493777,-0.55392
95823,-0.31253,0.0066998,38.502034,-121.456027,-0.53586
95660,-0.31253,0.0066998,38.685361,-121.376938,-0.53586
95621,0.84397,0.0066998,38.717738,-121.308322,-0.52682
95823,-0.31253,0.0066998,38.462821,-121.433135,-0.50695
95818,-1.469,-1.4622,38.556178,-121.476256,-0.49972
95691,0,0,38.584526,-121.534609,-0.49972
95829,0.84397,0.0066998,38.467012,-121.359969,-0.4943
95621,-0.31253,-1.4622,38.681554,-121.312934,-0.49249
95834,-0.31253,0.0066998,38.634292,-121.485106,-0.47081
95648,-0.31253,0.0066998,38.893168,-121.305398,-0.46358
95747,-1.469,0.0066998,38.795529,-121.328819,-0.46358
95828,0.84397,0.0066998,38.490606,-121.410173,-0.46358
95832,-0.31253,0.0066998,38.475853,-121.477039,-0.46358
95828,-0.31253,-1.4622,38.490822,-121.401643,-0.45834
95831,-1.469,0.0066998,38.480859,-121.539745,-0.45094
